,size,total_sqft,bath,price,site_location,bhk
3705,2 BHK,1080.0,2.0,38.0,Hadapsar,2
3706,4 Bedroom,3565.0,4.0,218.0,Hadapsar,4
3707,2 BHK,1150.0,2.0,39.0,Hadapsar,2
3708,2 BHK,1068.0,2.0,43.0,Hadapsar,2
3709,2 BHK,1120.0,2.0,51.0,Hadapsar,2
3710,2 Bedroom,1200.0,3.0,78.0,Hadapsar,2
3711,2 BHK,900.0,2.0,27.0,Hadapsar,2
3713,2 BHK,1195.0,2.0,100.0,Hadapsar,2
3714,2 BHK,1195.0,2.0,42.4,Hadapsar,2
3716,2 BHK,980.0,2.0,51.0,Hadapsar,2
3717,2 BHK,900.0,2.0,46.29,Hadapsar,2
3718,2 BHK,1457.0,2.0,60.0,Hadapsar,2
3719,2 BHK,1382.0,2.0,84.5,Hadapsar,2
3721,3 BHK,1938.0,3.0,105.0,Hadapsar,3
3726,2 BHK,1355.0,2.0,73.0,Hadapsar,2
3728,2 BHK,1128.0,2.0,65.0,Hadapsar Industrial Estate,2
3729,4 BHK,3000.0,5.0,260.0,Hadapsar Industrial Estate,4
3730,4 BHK,4624.5,2.0,453.0,Hadapsar Industrial Estate,4
3731,2 BHK,1385.0,2.0,80.0,Hadapsar Industrial Estate,2
3732,1 BHK,665.0,1.0,36.85,Hadapsar Industrial Estate,1
3735,3 Bedroom,2842.0,3.0,162.0,Hadapsar Industrial Estate,3
3736,2 BHK,1150.0,2.0,72.2,Hadapsar Industrial Estate,2
3737,2 BHK,1050.0,2.0,53.5,Hadapsar Industrial Estate,2
3738,2 BHK,1100.0,2.0,50.0,Hadapsar Industrial Estate,2
3740,2 BHK,1140.0,2.0,43.0,Hadapsar Industrial Estate,2
3741,2 Bedroom,1200.0,2.0,80.0,Hadapsar Industrial Estate,2
3742,3 BHK,2000.0,3.0,200.0,Hadapsar Industrial Estate,3
3743,2 BHK,1205.0,2.0,75.0,Hadapsar Industrial Estate,2
3744,2 BHK,1306.0,2.0,55.91,Hadapsar Industrial Estate,2
3745,2 BHK,1100.0,2.0,75.0,Hadapsar Industrial Estate,2
3746,2 BHK,1655.0,2.0,97.65,Hadapsar Industrial Estate,2
3747,3 BHK,2065.0,4.0,210.0,Hadapsar Industrial Estate,3
3748,4 Bedroom,4000.0,5.0,280.0,Hadapsar Industrial Estate,4
3749,2 BHK,1084.0,2.0,55.0,Hadapsar Industrial Estate,2
3750,2 BHK,995.0,2.0,46.0,Hadapsar Industrial Estate,2
3751,2 BHK,1150.0,2.0,55.0,Hadapsar Industrial Estate,2
3752,3 BHK,1596.0,3.0,95.0,Hadapsar Industrial Estate,3
3753,4 Bedroom,3250.0,4.0,180.0,Hadapsar Industrial Estate,4
3754,3 BHK,2720.0,5.0,210.0,Hadapsar Industrial Estate,3
3755,3 BHK,1060.0,3.0,62.0,Hadapsar Industrial Estate,3
3756,3 Bedroom,2900.0,3.0,285.0,Hadapsar Industrial Estate,3
3757,3 BHK,1350.0,2.0,80.99,Hadapsar Industrial Estate,3
3758,3 BHK,1550.0,3.0,83.0,Hadapsar Industrial Estate,3
3759,4 Bedroom,2360.0,4.0,150.0,Hadapsar Industrial Estate,4
3760,2 Bedroom,4200.0,1.0,160.0,Hadapsar Industrial Estate,2
3761,2 BHK,1150.0,2.0,48.0,Hadapsar Industrial Estate,2
3763,6 Bedroom,1850.0,6.0,150.0,Hadapsar Industrial Estate,6
3764,2 BHK,1110.0,2.0,43.0,Hadapsar Industrial Estate,2
3765,2 BHK,1135.0,2.0,32.91,Hadapsar Industrial Estate,2
3766,3 BHK,1445.0,2.0,105.0,Hadapsar Industrial Estate,3
3768,4 BHK,2550.0,4.0,149.0,Hadapsar Industrial Estate,4
3770,2 BHK,1225.0,2.0,47.0,Hadapsar Industrial Estate,2
3771,2 Bedroom,1180.0,2.0,74.0,Hadapsar Industrial Estate,2
3772,2 BHK,695.0,1.0,25.0,Hadapsar Industrial Estate,2
3773,2 BHK,1200.0,2.0,49.0,Hadapsar Industrial Estate,2
3774,2 BHK,1300.0,2.0,50.0,Hadapsar Industrial Estate,2
3776,2 BHK,827.0,2.0,45.0,Hadapsar Industrial Estate,2
3777,2 BHK,1115.0,2.0,50.0,Hadapsar Industrial Estate,2
3778,1 BHK,644.0,1.0,40.0,Hadapsar Industrial Estate,1
3779,3 Bedroom,2400.0,2.0,152.0,Hadapsar Industrial Estate,3
3780,2 BHK,1200.0,2.0,79.55,Hadapsar Industrial Estate,2
3782,2 BHK,1027.0,2.0,68.62,Hadapsar Industrial Estate,2
3783,2 BHK,1240.0,2.0,45.0,Hadapsar Industrial Estate,2
3786,3 BHK,2002.0,3.0,120.0,Hadapsar Industrial Estate,3
3788,4 Bedroom,4408.0,4.0,344.0,Hadapsar Industrial Estate,4
3789,3 BHK,2008.0,3.0,170.0,Hadapsar Industrial Estate,3
3790,2 BHK,1100.0,2.0,44.55,Hadapsar Industrial Estate,2
3791,3 BHK,1693.0,3.0,125.0,Hadapsar Industrial Estate,3
3792,2 BHK,865.0,2.0,40.0,Hadapsar Industrial Estate,2
3796,3 BHK,1756.0,3.0,134.0,Hadapsar Industrial Estate,3
3797,2 BHK,1259.0,2.0,69.45,Hadapsar Industrial Estate,2
3798,2 BHK,1100.0,2.0,61.0,Hadapsar Industrial Estate,2
3802,2 BHK,795.0,2.0,32.54,Hadapsar Industrial Estate,2
3803,3 Bedroom,1415.0,2.0,74.0,Hadapsar Industrial Estate,3
3804,2 BHK,1245.0,2.0,55.0,Hadapsar Industrial Estate,2
3806,2 BHK,1069.0,2.0,55.0,Hadapsar Industrial Estate,2
3807,2 BHK,1065.0,2.0,58.0,Hadapsar Industrial Estate,2
3811,1 BHK,630.0,1.0,33.7,Hadapsar Industrial Estate,1
3812,2 BHK,1230.0,2.0,80.0,Hadapsar Industrial Estate,2
3813,2 BHK,1100.0,2.0,60.0,Hadapsar Industrial Estate,2
3814,2 BHK,1170.0,2.0,85.0,Hadapsar Industrial Estate,2
3815,2 BHK,1184.0,2.0,62.0,Hadapsar Industrial Estate,2
3816,2 BHK,860.0,1.0,31.0,Hadapsar Industrial Estate,2
3817,2 BHK,1012.0,2.0,44.0,Hadapsar Industrial Estate,2
3820,2 BHK,1183.0,2.0,79.54,Hadapsar Industrial Estate,2
3822,2 BHK,1195.0,2.0,53.105,Hadapsar Industrial Estate,2
3823,2 BHK,1050.0,2.0,42.0,Hadapsar Industrial Estate,2
3824,3 BHK,1507.0,3.0,80.0,Hadapsar Industrial Estate,3
3825,2 BHK,966.0,2.0,58.0,Hadapsar Industrial Estate,2
3826,2 BHK,1080.0,2.0,38.0,Hadapsar Industrial Estate,2
3827,2 BHK,1000.0,1.0,65.0,Hadapsar Industrial Estate,2
3828,2 BHK,936.0,2.0,45.0,Hadapsar Industrial Estate,2
3829,3 BHK,2051.0,3.0,170.0,Hadapsar Industrial Estate,3
3830,2 BHK,1020.0,2.0,52.0,Hadapsar Industrial Estate,2
3832,3 BHK,2089.0,3.0,148.0,Hadapsar Industrial Estate,3
3834,3 BHK,1691.0,3.0,119.0,Hadapsar Industrial Estate,3
3837,2 BHK,1425.0,2.0,94.0,Hadapsar Industrial Estate,2
3838,3 BHK,1919.0,3.0,117.0,Hadapsar Industrial Estate,3
3839,3 BHK,1925.0,3.0,125.0,Hingne Khurd,3
3840,3 BHK,1870.0,3.0,110.0,Hingne Khurd,3
3841,2 BHK,1080.0,2.0,72.0,Hingne Khurd,2
3842,2 Bedroom,1000.0,2.0,55.0,Hingne Khurd,2
3843,3 Bedroom,2264.0,3.0,159.0,Hingne Khurd,3
3844,2 BHK,1056.0,2.0,61.0,Hingne Khurd,2
3845,1 Bedroom,1000.0,1.0,70.0,Hingne Khurd,1
3846,2 BHK,1175.0,2.0,73.5,Hingne Khurd,2
3847,4 BHK,3335.0,5.0,300.0,Hingne Khurd,4
3849,2 BHK,1146.0,2.0,70.0,Hingne Khurd,2
3850,2 BHK,1125.0,2.0,40.0,Hingne Khurd,2
3851,2 BHK,1194.0,2.0,47.0,Hingne Khurd,2
3852,1 BHK,654.0,1.0,38.4,Hingne Khurd,1
3854,2 BHK,900.0,2.0,45.0,Hingne Khurd,2
3856,2 BHK,1160.0,2.0,52.0,Hingne Khurd,2
3857,2 BHK,1197.0,2.0,47.8,Hingne Khurd,2
3858,2 BHK,1185.0,2.0,75.84,Hingne Khurd,2
3859,2 BHK,1195.0,2.0,100.0,Hingne Khurd,2
3860,3 BHK,1455.0,3.0,73.31,Hingne Khurd,3
3861,2 BHK,1155.0,2.0,40.42,Hingne Khurd,2
3863,2 BHK,1060.0,2.0,45.0,Hingne Khurd,2
3865,2 BHK,1075.0,2.0,60.0,Hingne Khurd,2
3866,2 BHK,970.0,2.0,35.0,Hingne Khurd,2
3867,2 BHK,1175.0,2.0,47.0,Hingne Khurd,2
3868,2 BHK,1230.0,2.0,76.0,Hingne Khurd,2
3869,1 BHK,700.0,1.0,35.0,Hingne Khurd,1
3870,2 BHK,1175.0,2.0,75.0,Hingne Khurd,2
3871,2 BHK,1205.0,2.0,60.0,Hingne Khurd,2
3872,2 BHK,1030.0,2.0,77.25,Hingne Khurd,2
3873,2 BHK,1112.0,2.0,88.0,Hingne Khurd,2
3874,2 BHK,1125.0,2.0,65.0,Hingne Khurd,2
3875,1 BHK,715.0,1.0,45.0,Hingne Khurd,1
3876,2 BHK,950.0,2.0,40.0,Hingne Khurd,2
3878,2 BHK,1255.0,2.0,66.0,Hingne Khurd,2
3880,3 BHK,1397.0,3.0,105.0,Hingne Khurd,3
3881,2 BHK,1280.0,2.0,48.0,Hingne Khurd,2
3886,2 BHK,1160.0,2.0,42.0,Hingne Khurd,2
3887,2 BHK,700.0,1.0,32.0,Hingne Khurd,2
3888,1 BHK,654.0,1.0,22.0,Hingne Khurd,1
3889,3 BHK,1507.0,2.0,95.0,Hingne Khurd,3
3890,4 BHK,2856.0,5.0,154.5,Hingne Khurd,4
3891,2 BHK,1464.0,2.0,56.0,Hingne Khurd,2
3892,2 BHK,982.0,2.0,37.0,Hingne Khurd,2
3893,3 BHK,1700.0,3.0,108.0,Hingne Khurd,3
3894,3 BHK,1933.0,3.0,98.0,Hingne Khurd,3
3897,3 BHK,2210.0,3.0,156.0,Hingne Khurd,3
3898,2 BHK,1200.0,2.0,54.0,Hingne Khurd,2
3899,2 BHK,935.0,2.0,35.53,Hingne Khurd,2
3900,3 BHK,2264.0,3.0,168.0,Hingne Khurd,3
3901,3 Bedroom,3200.0,3.0,260.0,Hingne Khurd,3
3902,2 BHK,1250.0,2.0,67.0,Hingne Khurd,2
3903,5 Bedroom,3657.0,5.0,310.0,Hingne Khurd,5
3904,2 BHK,1175.0,2.0,49.0,Hingne Khurd,2
3905,2 BHK,924.0,2.0,35.11,Hingne Khurd,2
3907,4 Bedroom,3600.0,4.0,245.0,Hingne Khurd,4
3908,3 BHK,2099.0,3.0,147.0,Hingne Khurd,3
3909,4 BHK,3122.0,6.0,235.0,Hingne Khurd,4
3910,2 BHK,1000.0,2.0,33.0,Hingne Khurd,2
3911,2 BHK,1000.0,2.0,34.0,Hingne Khurd,2
3912,2 Bedroom,1200.0,2.0,62.0,Hingne Khurd,2
3913,2 BHK,1232.0,2.0,83.0,Hingne Khurd,2
3914,2 BHK,1409.0,2.0,95.0,Hingne Khurd,2
3915,3 BHK,1260.0,2.0,73.0,Hingne Khurd,3
3916,2 BHK,1410.0,3.0,92.0,Hingne Khurd,2
3917,2 BHK,1214.0,2.0,67.0,Hingne Khurd,2
3918,2 BHK,1213.0,2.0,48.0,Hingne Khurd,2
3919,2 BHK,1400.0,2.0,44.8,Hingne Khurd,2
3920,2 BHK,1017.0,2.0,66.0,Hingne Khurd,2
3921,2 BHK,900.0,2.0,41.0,Hingne Khurd,2
3923,2 BHK,1230.0,2.0,44.0,Hingne Khurd,2
3925,2 BHK,1175.0,2.0,52.86,Hingne Khurd,2
3927,2 BHK,910.0,2.0,36.0,Hingne Khurd,2
3928,3 BHK,1800.0,3.0,150.0,Hingne Khurd,3
3929,3 BHK,1680.0,3.0,126.0,Hingne Khurd,3
3930,8 Bedroom,3000.0,5.0,130.0,Hingne Khurd,8
3932,4 BHK,2882.0,5.0,200.0,Hingne Khurd,4
3933,2 BHK,1100.0,2.0,44.0,Hingne Khurd,2
3934,2 BHK,1585.0,2.0,90.0,Hingne Khurd,2
3937,2 BHK,1047.0,2.0,91.0,Hingne Khurd,2
3938,2 BHK,1160.0,2.0,57.0,Hingne Khurd,2
3939,4 BHK,2360.0,3.0,185.0,Hingne Khurd,4
3940,3 BHK,1100.0,2.0,76.3,Hingne Khurd,3
3942,3 BHK,1470.0,2.0,99.0,Hingne Khurd,3
3943,3 BHK,2072.0,3.0,108.0,Hingne Khurd,3
3945,3 BHK,1600.0,3.0,105.0,Hingne Khurd,3
3947,3 BHK,1720.0,3.0,128.0,Hingne Khurd,3
3948,2 BHK,980.0,2.0,41.0,Hingne Khurd,2
3950,2 BHK,700.0,2.0,36.0,Jangali Maharaj Road,2
3952,2 Bedroom,1500.0,2.0,115.0,Jangali Maharaj Road,2
3954,2 BHK,1200.0,2.0,55.0,Jangali Maharaj Road,2
3955,2 BHK,1100.0,2.0,46.0,Jangali Maharaj Road,2
3956,3 BHK,1897.0,3.0,130.0,Jangali Maharaj Road,3
3957,2 BHK,1425.0,2.0,80.0,Jangali Maharaj Road,2
3958,2 BHK,918.0,2.0,48.0,Jangali Maharaj Road,2
3959,2 BHK,971.5,2.0,36.435,Jangali Maharaj Road,2
3960,1 BHK,630.0,1.0,39.0,Jangali Maharaj Road,1
3961,2 BHK,1246.0,2.0,68.0,Jangali Maharaj Road,2
3962,2 BHK,900.0,2.0,46.0,Jangali Maharaj Road,2
3963,2 BHK,1181.0,2.0,55.0,Jangali Maharaj Road,2
3964,2 BHK,812.0,2.0,55.0,Jangali Maharaj Road,2
3965,3 BHK,1745.0,3.0,104.0,Jangali Maharaj Road,3
3966,3 BHK,1560.0,3.0,85.0,Jangali Maharaj Road,3
3967,2 BHK,1100.0,2.0,52.0,Jangali Maharaj Road,2
3968,2 Bedroom,1200.0,2.0,66.0,Jangali Maharaj Road,2
3969,2 BHK,1150.0,2.0,52.75,Jangali Maharaj Road,2
3970,2 BHK,1028.0,2.0,49.0,Jangali Maharaj Road,2
3972,2 BHK,1035.0,2.0,40.5,Jangali Maharaj Road,2
3973,3 BHK,1300.0,2.0,70.0,Jangali Maharaj Road,3
3974,2 BHK,1185.5,2.0,58.68,Jangali Maharaj Road,2
3976,2 BHK,1255.0,2.0,50.0,Jangali Maharaj Road,2
3977,2 BHK,1025.0,2.0,54.5,Jangali Maharaj Road,2
3979,2 BHK,1296.0,2.0,89.06,Jangali Maharaj Road,2
3980,2 BHK,1030.0,2.0,34.5,Jangali Maharaj Road,2
3981,4 BHK,3200.0,3.0,190.0,Jangali Maharaj Road,4
3982,2 BHK,902.0,2.0,42.0,Jangali Maharaj Road,2
3983,2 BHK,975.0,2.0,55.0,Jangali Maharaj Road,2
3984,2 BHK,1185.0,2.0,59.0,Jangali Maharaj Road,2
3985,3 BHK,1082.0,2.0,55.0,Jangali Maharaj Road,3
3986,2 BHK,1512.0,1.0,65.01,Jangali Maharaj Road,2
3987,2 BHK,1178.0,2.0,78.0,Jangali Maharaj Road,2
3988,3 BHK,1825.0,3.0,126.0,Jangali Maharaj Road,3
3989,3 BHK,1842.0,3.0,115.0,Jangali Maharaj Road,3
3990,2 Bedroom,1200.0,3.0,85.0,Jangali Maharaj Road,2
3991,2 BHK,870.0,2.0,36.0,Jangali Maharaj Road,2
3992,1 BHK,606.0,1.0,40.0,Jangali Maharaj Road,1
3993,2 BHK,1230.0,2.0,59.0,Jangali Maharaj Road,2
3994,3 BHK,1500.0,3.0,95.0,Jangali Maharaj Road,3
3995,2 BHK,960.0,2.0,33.0,Jangali Maharaj Road,2
3996,2 BHK,1041.0,2.0,40.6,Jangali Maharaj Road,2
3997,2 BHK,1343.0,2.0,86.0,Jangali Maharaj Road,2
3998,2 BHK,1140.0,2.0,48.95,Jangali Maharaj Road,2
3999,3 Bedroom,1936.0,3.0,110.0,Jangali Maharaj Road,3
4000,2 BHK,708.0,1.0,55.0,Jangali Maharaj Road,2
4001,3 BHK,1689.0,3.0,103.0,Jangali Maharaj Road,3
4002,3 Bedroom,2200.0,3.0,121.0,Jangali Maharaj Road,3
4003,2 BHK,1260.0,2.0,100.0,Jangali Maharaj Road,2
4004,3 BHK,1200.0,3.0,65.0,Jangali Maharaj Road,3
4006,3 BHK,2000.0,4.0,130.0,Jangali Maharaj Road,3
4007,2 BHK,1200.0,2.0,45.6,Jangali Maharaj Road,2
4008,2 BHK,1090.0,2.0,38.15,Jangali Maharaj Road,2
4009,2 BHK,1007.0,2.0,62.0,Jangali Maharaj Road,2
4010,2 BHK,1150.0,2.0,70.0,Jangali Maharaj Road,2
4011,2 BHK,1100.0,2.0,41.16,Jangali Maharaj Road,2
4013,2 Bedroom,1200.0,2.0,70.0,Jangali Maharaj Road,2
4014,3 BHK,1452.0,3.0,90.0,Jangali Maharaj Road,3
4015,2 BHK,1245.0,2.0,62.0,Jangali Maharaj Road,2
4016,1 BHK,655.0,1.0,27.0,Jangali Maharaj Road,1
4017,5 BHK,7800.0,6.0,385.0,Jangali Maharaj Road,5
4018,2 BHK,1020.0,2.0,55.0,Jangali Maharaj Road,2
4019,2 BHK,1025.0,2.0,35.88,Jangali Maharaj Road,2
4020,3 BHK,1365.0,2.0,72.0,Jangali Maharaj Road,3
4021,2 BHK,1000.0,2.0,46.0,Jangali Maharaj Road,2
4022,2 BHK,1285.0,2.0,65.0,Jangali Maharaj Road,2
4023,2 BHK,1216.0,2.0,82.0,Jangali Maharaj Road,2
4024,3 BHK,1550.0,3.0,86.8,Jangali Maharaj Road,3
4025,2 BHK,1212.0,2.0,56.9,Jangali Maharaj Road,2
4027,2 BHK,1065.0,2.0,41.38,Jangali Maharaj Road,2
4028,3 BHK,1703.0,3.0,126.0,Jangali Maharaj Road,3
4029,3 BHK,1489.0,3.0,88.0,Jangali Maharaj Road,3
4031,2 BHK,1032.0,2.0,45.0,Jangali Maharaj Road,2
4032,3 BHK,1896.0,3.0,102.0,Jangali Maharaj Road,3
4033,3 BHK,1642.0,2.0,115.0,Jangali Maharaj Road,3
4035,3 BHK,1411.0,3.0,93.25,Jangali Maharaj Road,3
4036,2 BHK,993.0,2.0,42.0,Jangali Maharaj Road,2
4037,2 Bedroom,1200.0,2.0,73.0,Jangali Maharaj Road,2
4038,2 Bedroom,1000.0,2.0,35.0,Jangali Maharaj Road,2
4039,3 BHK,1411.0,3.0,100.0,Jangali Maharaj Road,3
4043,3 BHK,1884.0,4.0,117.0,Jangali Maharaj Road,3
4044,3 Bedroom,1200.0,3.0,70.0,Jangali Maharaj Road,3
4045,2 BHK,1112.0,2.0,62.0,Jangali Maharaj Road,2
4047,1 BHK,475.0,1.0,26.0,Jangali Maharaj Road,1
4049,2 BHK,1105.0,2.0,40.0,Jangali Maharaj Road,2
4051,2 BHK,1100.0,2.0,39.9,Jangali Maharaj Road,2
4052,2 BHK,800.0,2.0,32.0,Jangali Maharaj Road,2
4053,2 BHK,1107.0,2.0,44.0,Jangali Maharaj Road,2
4054,3 BHK,1700.0,3.0,111.0,Jangali Maharaj Road,3
4055,2 BHK,970.0,2.0,57.0,Jangali Maharaj Road,2
4056,2 BHK,1151.0,2.0,48.77,Kalyani Nagar,2
4057,2 BHK,1070.0,2.0,45.5,Kalyani Nagar,2
4058,3 BHK,1900.0,3.0,119.0,Kalyani Nagar,3
4059,2 Bedroom,1200.0,2.0,60.0,Kalyani Nagar,2
4060,4 BHK,2805.0,5.0,154.0,Kalyani Nagar,4
4061,2 BHK,1075.0,2.0,45.8,Kalyani Nagar,2
4062,2 BHK,810.0,2.0,24.5,Kalyani Nagar,2
4063,2 BHK,920.0,2.0,40.0,Kalyani Nagar,2
4064,2 BHK,1005.0,2.0,55.78,Kalyani Nagar,2
4065,3 Bedroom,1500.0,3.0,115.0,Kalyani Nagar,3
4066,2 BHK,1281.0,2.0,74.0,Kalyani Nagar,2
4069,2 BHK,1372.0,2.0,61.0,Kalyani Nagar,2
4072,4 BHK,2817.5,2.0,204.0,Kalyani Nagar,4
4073,2 BHK,1140.0,2.0,50.66,Kalyani Nagar,2
4074,2 BHK,1200.0,2.0,53.33,Kalyani Nagar,2
4075,2 BHK,925.0,2.0,51.0,Kalyani Nagar,2
4076,2 BHK,1170.0,2.0,38.0,Kalyani Nagar,2
4077,2 BHK,1200.0,2.0,50.0,Kalyani Nagar,2
4078,2 BHK,1175.0,2.0,48.27,Kalyani Nagar,2
4080,2 BHK,1152.0,2.0,69.0,Kalyani Nagar,2
4081,2 BHK,1100.0,2.0,45.0,Kalyani Nagar,2
4082,2 BHK,900.0,2.0,56.0,Kalyani Nagar,2
4083,2 BHK,1196.0,2.0,51.15,Kalyani Nagar,2
4084,4 BHK,3400.0,5.0,240.0,Kalyani Nagar,4
4086,2 BHK,1166.0,2.0,53.0,Kalyani Nagar,2
4087,2 BHK,1440.0,2.0,115.0,Kalyani Nagar,2
4088,2 BHK,858.0,2.0,31.57,Kalyani Nagar,2
4089,3 BHK,2400.0,4.0,180.0,Kalyani Nagar,3
4090,3 BHK,1720.0,3.0,135.0,Kalyani Nagar,3
4092,2 BHK,929.0,2.0,48.0,Kalyani Nagar,2
4093,2 BHK,1274.0,2.0,81.0,Kalyani Nagar,2
4094,2 BHK,1320.0,2.0,79.5,Kalyani Nagar,2
4095,2 BHK,1146.0,2.0,55.0,Kalyani Nagar,2
4097,2 BHK,1080.0,2.0,73.0,Kalyani Nagar,2
4098,3 BHK,1789.0,3.0,98.0,Kalyani Nagar,3
4100,3 BHK,1665.0,3.0,105.0,Kalyani Nagar,3
4101,2 BHK,861.0,2.0,34.5,Kalyani Nagar,2
4103,1 BHK,710.0,2.0,40.0,Kalyani Nagar,1
4104,3 BHK,1450.0,2.0,81.0,Kalyani Nagar,3
4105,2 BHK,1125.0,2.0,47.0,Kalyani Nagar,2
4106,2 BHK,1050.0,2.0,46.0,Kalyani Nagar,2
4107,2 BHK,1184.0,2.0,69.0,Kalyani Nagar,2
4108,3 BHK,1680.0,3.0,101.0,Kalyani Nagar,3
4109,3 BHK,1949.0,3.0,133.0,Kalyani Nagar,3
4110,1 BHK,635.0,1.0,26.0,Kalyani Nagar,1
4111,2 BHK,1031.0,2.0,53.0,Kalyani Nagar,2
4112,1 BHK,750.0,1.0,51.0,Kalyani Nagar,1
4115,2 BHK,1039.0,2.0,39.5,Kalyani Nagar,2
4116,2 BHK,1230.0,2.0,79.0,Kalyani Nagar,2
4118,2 BHK,1232.0,2.0,74.0,Kalyani Nagar,2
4121,2 BHK,960.0,2.0,37.0,Kalyani Nagar,2
4122,2 BHK,1100.0,2.0,55.0,Kalyani Nagar,2
4123,3 BHK,1546.0,3.0,95.0,Kalyani Nagar,3
4125,3 BHK,1311.0,2.0,84.86,Kalyani Nagar,3
4126,3 BHK,2095.0,3.0,142.0,Kalyani Nagar,3
4127,2 BHK,1485.0,3.0,132.0,Kalyani Nagar,2
4128,2 BHK,952.0,2.0,49.0,Kalyani Nagar,2
4129,1 BHK,662.0,1.0,29.0,Kalyani Nagar,1
4130,2 Bedroom,900.0,2.0,65.0,Kalyani Nagar,2
4132,2 BHK,1227.0,2.0,70.0,Kalyani Nagar,2
4133,3 BHK,1919.0,3.0,121.0,Kalyani Nagar,3
4134,2 Bedroom,1200.0,1.0,36.0,Kalyani Nagar,2
4135,3 BHK,1702.0,3.0,115.0,Kalyani Nagar,3
4136,2 BHK,1210.0,2.0,80.0,Kalyani Nagar,2
4137,2 BHK,1200.0,2.0,62.0,Kalyani Nagar,2
4138,2 BHK,1242.0,2.0,75.0,Kalyani Nagar,2
4139,2 BHK,1163.0,2.0,68.0,Kalyani Nagar,2
4140,3 Bedroom,2400.0,3.0,177.0,Kalyani Nagar,3
4142,3 Bedroom,1200.0,2.0,66.0,Kalyani Nagar,3
4143,5 BHK,3600.0,5.0,145.0,Kalyani Nagar,5
4144,2 BHK,1100.0,2.0,45.0,Kalyani Nagar,2
4145,2 BHK,1225.0,2.0,45.0,Kalyani Nagar,2
4146,2 BHK,1110.0,2.0,39.9,Kalyani Nagar,2
4147,2 BHK,1205.0,2.0,41.0,Kalyani Nagar,2
4148,3 BHK,1645.0,3.0,117.0,Kalyani Nagar,3
4149,3 BHK,1500.0,2.0,120.0,Kalyani Nagar,3
4150,2 BHK,1128.0,2.0,67.0,Kalyani Nagar,2
4152,2 BHK,960.0,2.0,50.0,Kalyani Nagar,2
4153,6 Bedroom,2500.0,5.0,185.0,Kalyani Nagar,6
4155,2 BHK,1200.0,2.0,115.0,Kalyani Nagar,2
4156,3 BHK,1270.0,2.0,73.0,Kalyani Nagar,3
4157,3 BHK,1423.0,2.0,85.0,Kalyani Nagar,3
4158,2 BHK,1200.0,2.0,60.5,Kalyani Nagar,2
4159,2 BHK,1200.0,2.0,44.73,Kalyani Nagar,2
4160,3 BHK,1655.0,3.0,95.0,Kalyani Nagar,3
4161,3 BHK,980.0,2.0,60.0,Kalyani Nagar,3
4162,2 BHK,1360.0,2.0,78.19,Kalyani Nagar,2
4163,2 BHK,1346.0,2.0,74.03,Kalyani Nagar,2
4164,3 BHK,2099.0,3.0,134.0,Kalyani Nagar,3
4165,2 BHK,1353.0,2.0,110.0,Kalyani Nagar,2
4166,3 BHK,1724.0,3.0,125.0,Karve Nagar,3
4167,2 BHK,805.0,2.0,22.14,Karve Nagar,2
4168,3 BHK,1991.0,4.0,103.0,Karve Nagar,3
4170,2 BHK,1140.0,2.0,40.0,Karve Nagar,2
4171,2 BHK,1045.0,2.0,45.0,Karve Nagar,2
4173,3 BHK,1575.0,3.0,125.0,Karve Nagar,3
4175,2 BHK,1315.0,2.0,85.0,Karve Nagar,2
4176,1 BHK,565.0,1.0,35.0,Karve Nagar,1
4177,3 BHK,1542.0,2.0,85.0,Karve Nagar,3
4179,2 BHK,900.0,2.0,46.0,Karve Nagar,2
4180,2 BHK,1280.0,2.0,40.0,Karve Nagar,2
4181,2 BHK,1250.0,2.0,65.0,Karve Nagar,2
4182,2 BHK,1020.0,2.0,42.83,Karve Nagar,2
4183,3 BHK,1420.0,2.0,75.0,Karve Nagar,3
4184,1 BHK,595.0,1.0,31.83,Karve Nagar,1
4185,2 BHK,1255.0,2.0,57.5,Karve Nagar,2
4186,2 BHK,1040.0,2.0,46.0,Karve Nagar,2
4187,2 BHK,1031.0,2.0,56.35,Karve Nagar,2
4188,3 BHK,1550.0,2.0,90.0,Karve Nagar,3
4190,2 BHK,1299.0,2.0,82.0,Karve Nagar,2
4191,2 BHK,1030.0,2.0,42.0,Karve Nagar,2
4192,2 BHK,1350.0,2.0,91.0,Karve Nagar,2
4195,3 BHK,2000.0,3.0,99.0,Karve Nagar,3
4196,3 BHK,1639.0,3.0,123.0,Karve Nagar,3
4197,2 BHK,1500.0,2.0,84.0,Karve Nagar,2
4198,3 BHK,1868.0,3.0,121.0,Karve Nagar,3
4199,2 BHK,1175.0,2.0,47.0,Karve Nagar,2
4200,3 BHK,1330.0,3.0,72.0,Karve Nagar,3
4201,3 BHK,2080.0,3.0,175.0,Karve Nagar,3
4202,4 BHK,2483.0,5.0,230.0,Karve Nagar,4
4204,2 BHK,915.0,2.0,32.0,Karve Nagar,2
4206,4 BHK,2283.0,4.0,130.0,Karve Nagar,4
4207,1 BHK,440.0,1.0,28.0,Karve Nagar,1
4208,2 BHK,1235.0,2.0,60.0,Karve Nagar,2
4209,2 Bedroom,1200.0,2.0,34.0,Karve Nagar,2
4210,2 BHK,1130.0,2.0,78.0,Karve Nagar,2
